Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Latvia,Price / Latvia,Compare At Price / Latvia,Included / International,Price / International,Compare At Price / International,Included / North Africa,Price / North Africa,Compare At Price / North Africa,Status
meteor-workout-short-msh03,,,,,,,,,33,,,Blue,,,,,MSH03-33-Blue,0.0,,deny,manual,32.50,32.50,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-green_main.jpg?v=1719332765,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-blue_main.jpg?v=1719332765,kg,,,,,,,,,,,,
meteor-workout-short-msh03,,,,,,,,,33,,,Green,,,,,MSH03-33-Green,0.0,,deny,manual,32.50,32.50,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-green_main.jpg?v=1719332765,kg,,,,,,,,,,,,
meteor-workout-short-msh03,,,,,,,,,34,,,Black,,,,,MSH03-34-Black,0.0,,deny,manual,32.50,32.50,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-black_main.jpg?v=1719332765,kg,,,,,,,,,,,,
meteor-workout-short-msh03,,,,,,,,,34,,,Blue,,,,,MSH03-34-Blue,0.0,,deny,manual,32.50,32.50,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-blue_main.jpg?v=1719332765,kg,,,,,,,,,,,,
meteor-workout-short-msh03,,,,,,,,,34,,,Green,,,,,MSH03-34-Green,0.0,,deny,manual,32.50,32.50,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-green_main.jpg?v=1719332765,kg,,,,,,,,,,,,
meteor-workout-short-msh03,,,,,,,,,36,,,Black,,,,,MSH03-36-Black,0.0,,deny,manual,32.50,32.50,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-black_main.jpg?v=1719332765,kg,,,,,,,,,,,,
meteor-workout-short-msh03,,,,,,,,,36,,,Blue,,,,,MSH03-36-Blue,0.0,,deny,manual,32.50,32.50,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-blue_main.jpg?v=1719332765,kg,,,,,,,,,,,,
meteor-workout-short-msh03,,,,,,,,,36,,,Green,,,,,MSH03-36-Green,0.0,,deny,manual,32.50,32.50,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh03-green_main.jpg?v=1719332765,kg,,,,,,,,,,,,
apollo-running-short-msh02,Apollo Running Short,"<p>Fleet of foot or slow and steady, you'll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.</p>
<p>• Black shorts with green accents.<br>• Side pockets. <br>• 4"" inseam. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MSH02-32-Black,0.0,,deny,manual,32.50,32.50,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh02-black_alt1.jpg?v=1719332756,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh02-black_main.jpg?v=1719332756,kg,,,true,,,true,,,true,,,active
apollo-running-short-msh02,,,,,,,,,33,,,Black,,,,,MSH02-33-Black,0.0,,deny,manual,32.50,32.50,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh02-black_back.jpg?v=1719332756,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh02-black_main.jpg?v=1719332756,kg,,,,,,,,,,,,
apollo-running-short-msh02,,,,,,,,,34,,,Black,,,,,MSH02-34-Black,0.0,,deny,manual,32.50,32.50,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh02-black_main.jpg?v=1719332756,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh02-black_main.jpg?v=1719332756,kg,,,,,,,,,,,,
apollo-running-short-msh02,,,,,,,,,36,,,Black,,,,,MSH02-36-Black,0.0,,deny,manual,32.50,32.50,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh02-black_main.jpg?v=1719332756,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,Cobalt CoolTech&trade; Fitness Short,"<p>It's not rocket surgery: the hotter your conditions, the more you need to stay cool. That's why the Cobalt CoolTech™ Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.</p>
<p>• Light blue nylon shorts.<br>• Relaxed fit. <br>• 5"" inseam. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MSH01-32-Black,0.0,,deny,manual,44.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-blue_back.jpg?v=1719332749,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-black_main.jpg?v=1719332749,kg,,,true,,,true,,,true,,,active
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,32,,,Blue,,,,,MSH01-32-Blue,0.0,,deny,manual,44.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-black_main.jpg?v=1719332749,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-blue_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,32,,,Red,,,,,MSH01-32-Red,0.0,,deny,manual,44.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-blue_main.jpg?v=1719332749,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-red_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,33,,,Black,,,,,MSH01-33-Black,0.0,,deny,manual,44.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-red_main.jpg?v=1719332749,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-black_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,33,,,Blue,,,,,MSH01-33-Blue,0.0,,deny,manual,44.00,44.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-blue_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,33,,,Red,,,,,MSH01-33-Red,0.0,,deny,manual,44.00,44.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-red_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,34,,,Black,,,,,MSH01-34-Black,0.0,,deny,manual,44.00,44.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-black_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,34,,,Blue,,,,,MSH01-34-Blue,0.0,,deny,manual,44.00,44.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-blue_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,34,,,Red,,,,,MSH01-34-Red,0.0,,deny,manual,44.00,44.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-red_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,36,,,Black,,,,,MSH01-36-Black,0.0,,deny,manual,44.00,44.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-black_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,36,,,Blue,,,,,MSH01-36-Blue,0.0,,deny,manual,44.00,44.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-blue_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cobalt-cooltechtrade-fitness-short-msh01,,,,,,,,,36,,,Red,,,,,MSH01-36-Red,0.0,,deny,manual,44.00,44.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/msh01-red_main.jpg?v=1719332749,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,Cronus Yoga Pant,"<p>Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.</p>
<p>• Drawstring waist.<br>• Loose, straight-leg fit.<br>• Lightweight cotton-recycled blend.<br>• Front pockets with stitching detail.<br>• Elastic ankle.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MP12-32-Black,0.0,,deny,manual,48.00,48.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-black_back.jpg?v=1719332741,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-black_main.jpg?v=1719332741,kg,,,true,,,true,,,true,,,active
cronus-yoga-pant-mp12,,,,,,,,,32,,,Blue,,,,,MP12-32-Blue,0.0,,deny,manual,48.00,48.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-black_main.jpg?v=1719332741,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-blue_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,32,,,Red,,,,,MP12-32-Red,0.0,,deny,manual,48.00,48.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-blue_main.jpg?v=1719332741,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-red_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,33,,,Black,,,,,MP12-33-Black,0.0,,deny,manual,48.00,48.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-red_main.jpg?v=1719332741,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-black_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,33,,,Blue,,,,,MP12-33-Blue,0.0,,deny,manual,48.00,48.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-blue_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,33,,,Red,,,,,MP12-33-Red,0.0,,deny,manual,48.00,48.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-red_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,34,,,Black,,,,,MP12-34-Black,0.0,,deny,manual,48.00,48.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-black_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,34,,,Blue,,,,,MP12-34-Blue,0.0,,deny,manual,48.00,48.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-blue_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,34,,,Red,,,,,MP12-34-Red,0.0,,deny,manual,48.00,48.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-red_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,36,,,Black,,,,,MP12-36-Black,0.0,,deny,manual,48.00,48.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-black_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,36,,,Blue,,,,,MP12-36-Blue,0.0,,deny,manual,48.00,48.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-blue_main.jpg?v=1719332741,kg,,,,,,,,,,,,
cronus-yoga-pant-mp12,,,,,,,,,36,,,Red,,,,,MP12-36-Red,0.0,,deny,manual,48.00,48.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp12-red_main.jpg?v=1719332741,kg,,,,,,,,,,,,
aether-gym-pant-mp11,Aether Gym Pant,"<p>The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.</p>
<p>• Pants/shorts convertible.<br>• Lightweight moisture wicking. <br>• Water repellent.<br>• Belted waist.</p>",Satoshi demo,,"","",true,Size,32,,Color,Blue,,,,,MP11-32-Blue,0.0,,deny,manual,74.00,74.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-brown_alt1.jpg?v=1719332733,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-blue_main.jpg?v=1719332733,kg,,,true,,,true,,,true,,,active
aether-gym-pant-mp11,,,,,,,,,32,,,Brown,,,,,MP11-32-Brown,0.0,,deny,manual,74.00,74.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-brown_back.jpg?v=1719332733,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-brown_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,32,,,Green,,,,,MP11-32-Green,0.0,,deny,manual,74.00,74.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-blue_main.jpg?v=1719332733,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-green_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,33,,,Blue,,,,,MP11-33-Blue,0.0,,deny,manual,74.00,74.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-brown_main.jpg?v=1719332733,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-blue_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,33,,,Brown,,,,,MP11-33-Brown,0.0,,deny,manual,74.00,74.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-green_main.jpg?v=1719332733,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-brown_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,33,,,Green,,,,,MP11-33-Green,0.0,,deny,manual,74.00,74.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-green_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,34,,,Blue,,,,,MP11-34-Blue,0.0,,deny,manual,74.00,74.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-blue_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,34,,,Brown,,,,,MP11-34-Brown,0.0,,deny,manual,74.00,74.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-brown_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,34,,,Green,,,,,MP11-34-Green,0.0,,deny,manual,74.00,74.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-green_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,36,,,Blue,,,,,MP11-36-Blue,0.0,,deny,manual,74.00,74.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-blue_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,36,,,Brown,,,,,MP11-36-Brown,0.0,,deny,manual,74.00,74.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-brown_main.jpg?v=1719332733,kg,,,,,,,,,,,,
aether-gym-pant-mp11,,,,,,,,,36,,,Green,,,,,MP11-36-Green,0.0,,deny,manual,74.00,74.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp11-green_main.jpg?v=1719332733,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,Orestes Yoga Pant,"<p>The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.</p>
<p>• A yoga essential.<br>• Breathable stretch organic cotton/spandex.<br>• Standard Fit.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MP10-32-Black,0.0,,deny,manual,66.00,66.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-black_alt1.jpg?v=1719332722,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-black_main.jpg?v=1719332722,kg,,,true,,,true,,,true,,,active
orestes-yoga-pant-mp10,,,,,,,,,32,,,Blue,,,,,MP10-32-Blue,0.0,,deny,manual,66.00,66.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-black_back.jpg?v=1719332722,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-blue_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,32,,,Green,,,,,MP10-32-Green,0.0,,deny,manual,66.00,66.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-black_main.jpg?v=1719332722,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-green_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,33,,,Black,,,,,MP10-33-Black,0.0,,deny,manual,66.00,66.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-blue_main.jpg?v=1719332722,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-black_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,33,,,Blue,,,,,MP10-33-Blue,0.0,,deny,manual,66.00,66.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-green_main.jpg?v=1719332722,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-blue_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,33,,,Green,,,,,MP10-33-Green,0.0,,deny,manual,66.00,66.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-green_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,34,,,Black,,,,,MP10-34-Black,0.0,,deny,manual,66.00,66.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-black_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,34,,,Blue,,,,,MP10-34-Blue,0.0,,deny,manual,66.00,66.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-blue_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,34,,,Green,,,,,MP10-34-Green,0.0,,deny,manual,66.00,66.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-green_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,36,,,Black,,,,,MP10-36-Black,0.0,,deny,manual,66.00,66.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-black_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,36,,,Blue,,,,,MP10-36-Blue,0.0,,deny,manual,66.00,66.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-blue_main.jpg?v=1719332722,kg,,,,,,,,,,,,
orestes-yoga-pant-mp10,,,,,,,,,36,,,Green,,,,,MP10-36-Green,0.0,,deny,manual,66.00,66.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp10-green_main.jpg?v=1719332722,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,Livingston All-Purpose Tight,"<p>It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.</p>
<p>• Breathable stretch organic cotton/spandex.<br>• Compression fit<br>• Hidden key pocket<br>• Elastic waist with internal drawcord.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MP09-32-Black,0.0,,deny,manual,75.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-blue_alt1.jpg?v=1719332713,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-black_main.jpg?v=1719332713,kg,,,true,,,true,,,true,,,active
livingston-all-purpose-tight-mp09,,,,,,,,,32,,,Blue,,,,,MP09-32-Blue,0.0,,deny,manual,75.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-blue_back.jpg?v=1719332713,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-blue_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,32,,,Red,,,,,MP09-32-Red,0.0,,deny,manual,75.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-black_main.jpg?v=1719332713,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-red_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,33,,,Black,,,,,MP09-33-Black,0.0,,deny,manual,75.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-blue_main.jpg?v=1719332713,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-black_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,33,,,Blue,,,,,MP09-33-Blue,0.0,,deny,manual,75.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-red_main.jpg?v=1719332713,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-blue_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,33,,,Red,,,,,MP09-33-Red,0.0,,deny,manual,75.00,75.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-red_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,34,,,Black,,,,,MP09-34-Black,0.0,,deny,manual,75.00,75.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-black_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,34,,,Blue,,,,,MP09-34-Blue,0.0,,deny,manual,75.00,75.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-blue_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,34,,,Red,,,,,MP09-34-Red,0.0,,deny,manual,75.00,75.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-red_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,36,,,Black,,,,,MP09-36-Black,0.0,,deny,manual,75.00,75.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-black_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,36,,,Blue,,,,,MP09-36-Blue,0.0,,deny,manual,75.00,75.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-blue_main.jpg?v=1719332713,kg,,,,,,,,,,,,
livingston-all-purpose-tight-mp09,,,,,,,,,36,,,Red,,,,,MP09-36-Red,0.0,,deny,manual,75.00,75.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp09-red_main.jpg?v=1719332713,kg,,,,,,,,,,,,
